Solucion,Ruta,Saltos,Latencia,Perdida,Jitter,AnchoBanda
1,22->9->6->37->92,4,32.744690824397125,0.0040281192044420155,5.829302433818103,259.3397891242135
2,22->24->92,2,41.571288606814775,0.01520270913489774,3.5937157683551857,29.78104176097585
3,22->19->60->92,3,50.08737076324719,0.003952456479390132,3.7934659369070305,262.7677747168452
4,22->96->0->87->37->92,5,120.54812314007455,0.003673527410583022,7.8956438557427235,89.1404017773959
5,22->96->0->37->92,4,109.10393772815007,0.006042434260611906,5.883209385336381,408.2925096707574
6,22->9->0->37->92,4,73.64944505346948,0.0077777868961834695,5.725975190653963,340.3332647193517
7,22->19->52->40->68->37->92,6,159.19645335486055,0.007505010699331849,8.704108261883905,461.04803269298617
8,22->19->18->0->37->92,5,81.57462502910954,0.008456035784389249,6.176355111364433,460.4337345765245
9,22->24->33->60->92,4,49.69556655851444,0.013678420075704523,6.132180388424337,338.4205789817159
10,22->10->0->37->92,4,101.79639376255787,0.0069285335795794545,6.874444971053358,303.4261230999749
11,22->19->18->85->37->92,5,67.17191078982741,0.007510811014888152,7.454275286999524,382.0971510840964
12,22->24->7->13->85->37->92,6,90.27809973423035,0.007808660529474598,6.385839927765555,359.6835747898087
13,22->24->7->27->37->92,5,67.79257226674306,0.006052258536945465,7.659798998766182,345.9064623266344
14,22->24->38->34->17->6->37->92,7,79.9289612993142,0.007704066203299886,7.241554411118461,280.9270076882717
15,22->24->7->8->88->37->92,6,69.6431518648889,0.011311412467071902,10.634780636421798,395.6783806478728
16,22->24->7->13->37->92,5,43.53522967505418,0.007206768386810225,5.596748677912153,196.50971989753577
17,22->19->9->0->37->92,5,79.1215146749712,0.009756711415595754,5.870868681155671,404.7371053118882
18,22->96->0->42->37->92,5,109.11948371461526,0.005911828712147793,8.859886760281428,408.2925096707574
19,22->96->0->7->27->37->92,6,133.70947466012177,0.005271898647449258,10.933951744092928,345.9064623266344
