Solucion,Ruta,Saltos,Latencia,Perdida,Jitter,AnchoBanda
1,52->18->0->96,3,76.00926963713992,0.0018911284788719618,5.482324348171019,191.39825806115925
2,52->18->0->4->96,4,49.200427030720306,0.00456856482449608,7.148326169594593,191.39825806115925
3,52->18->7->39->5->96,5,97.24147504105616,0.00944834773899128,2.799579872320858,191.39825806115925
4,52->8->31->0->4->96,5,32.595099345668615,0.009488135705706502,8.997522501124422,87.36729559635947
5,52->8->26->5->96,4,54.67184394729789,0.007020244694735056,4.635326058370969,104.9906452443194
6,52->18->7->5->96,4,80.10943367094109,0.007925433960177197,3.3074576583270625,191.39825806115925
7,52->8->71->5->96,4,55.96905905010976,0.007003117146747728,5.1201135864508815,104.9906452443194
8,52->8->41->0->4->96,5,45.220932391797305,0.011346848107512741,10.420705252387588,104.9906452443194
9,52->19->22->96,3,104.0888706151946,0.004882463441068796,6.668926761412449,237.02158543918435
10,52->19->26->5->96,4,85.33211317188263,0.005763646220413143,3.3698800742141355,129.61621770616708
11,52->19->5->96,3,78.48369407641349,0.005109421166883621,4.774695711559714,237.02158543918435
12,52->40->6->5->96,4,71.88285198784207,0.00651738395184831,7.805829597834694,437.82494266122296
13,52->19->9->4->96,4,76.10462171210511,0.007488231717417193,5.373128045900009,237.02158543918435
14,52->19->18->0->96,4,93.04466038046326,0.004624575965280098,6.921470991165626,237.02158543918435
15,52->19->60->33->54->18->0->96,7,145.69595689863345,0.003980070777318323,12.042140286812817,237.02158543918435
16,52->40->24->22->19->18->0->96,7,129.84967903920108,0.009246482842488968,13.48844256489415,461.04803269298617
17,52->18->0->5->96,4,75.60181910067071,0.005578090475268027,3.8980187632171095,191.39825806115925
18,52->18->7->13->5->96,5,74.9922787761628,0.010229017182373235,5.01415986307217,132.02530363108585
19,52->19->18->50->55->5->96,6,132.55101435438152,0.010919709115032816,4.469492525739437,237.02158543918435
20,52->40->6->0->96,4,117.81837576897139,0.0065034124565241935,9.482724927965481,329.225065645651
21,52->18->50->55->5->96,5,115.51562361105816,0.008203548991230991,3.0303458827448297,191.39825806115925
22,52->19->18->7->5->96,5,97.14482441426442,0.010642355737195741,4.74660430132167,237.02158543918435
23,52->19->9->0->4->96,5,63.78270741990531,0.008596878873352032,8.28198638238044,237.02158543918435
24,52->19->45->0->4->96,5,75.30522030674594,0.008214938909233305,7.385226162925992,195.05988310345836
25,52->19->18->0->4->96,5,66.23581777404365,0.007294679812558713,8.587472812589201,237.02158543918435
26,52->40->6->19->18->0->96,6,147.20146829451164,0.008961661110637675,13.282381852089284,444.7787074988309
27,52->40->6->18->0->96,5,114.50149034138985,0.005852556615703941,13.434624384500104,444.7787074988309
28,52->8->41->5->96,4,70.16844484173127,0.006839461560218307,5.588022128735142,104.9906452443194
29,52->8->20->5->96,4,56.784121209899666,0.006903182338538816,6.701224152072496,104.9906452443194
30,52->40->24->7->75->0->96,6,154.8693498281898,0.008316953190842913,14.358523396036308,508.4479901465887
31,52->19->45->0->5->96,5,101.70661237669634,0.009220766557269222,4.134918756548508,195.05988310345836
32,52->19->9->4->5->96,5,105.86491211490254,0.00823360509585136,4.141683309716964,202.8870475816289
33,52->18->0->13->5->96,5,72.8039050971172,0.008396794084750137,6.181263242014537,132.02530363108585
34,52->19->18->7->39->5->96,6,114.2768657843795,0.0121610988238543,4.238726515315466,237.02158543918435
35,52->8->35->0->4->96,5,39.90176115582595,0.01242450079003643,9.318790641110626,104.9906452443194
36,52->40->24->7->18->0->96,6,123.43456518764303,0.006352463805522457,14.784011827385644,502.5541629259638
