Origen,Destino,AnchoBanda,Latencia,jitter,PaquetesPerdidos
0,1,471.3907408011239,3.6373178894093603,0.9419983418524602,0.00154907937047861
0,2,596.2018768831042,6.932854739455062,0.3048557291036341,0.001396933007495123
0,3,41.517826545485676,13.077353130595192,1.8712094709039615,0.002390762458771995
0,4,534.9587015295932,4.224790270393102,2.2812810911134442,0.0007532621311392416
0,5,498.1501291655574,18.31022644761444,0.8885240482247676,0.002813827484828252
0,6,354.18385701589824,37.44582339159778,3.3324898573023507,0.004195269574559863
0,7,542.982390391264,31.296301349945214,2.033586453432757,0.0005617510692987613
0,8,218.66166389080027,14.439637498892598,0.8134919437075881,0.0005943231209752258
0,9,393.5623215334145,19.44670509855883,0.8785584557297088,0.0026276884345599683
0,10,263.58147962899403,31.957398775177825,2.5297579917066435,0.004758212449994555
0,12,796.4536877325878,30.88156234380922,2.2182007412354325,0.0015980990263836428
0,13,167.4931141612642,4.537446223989313,1.0142021438689572,0.0024738601701270427
0,18,374.44457401586453,19.549093149368584,2.037452214582104,0.004219046962479428
0,20,222.26061343717677,13.8671672410313,1.0109777833286224,0.0019405257069082201
0,21,268.0682891855448,14.15004947793291,1.6802304980368161,0.0007018383304125618
0,28,113.16207316387516,31.09766670957023,1.3810677339692146,0.0009195600224938183
0,29,812.9402338285556,26.787113397356094,2.625752297479333,0.0014786631111843287
0,30,566.5565409673259,25.738699857472053,2.0006103129844544,0.0009125615561667051
0,31,293.540909011062,46.31645917668643,1.103543307144712,0.0010579524501155158
0,32,585.4864958657419,41.31523866991478,2.196133501818349,0.0008265829460418283
0,34,460.5443705862308,27.99357117756844,1.723402555244461,0.0014644106321004026
0,35,55.1374566404552,44.24378872649427,2.5794014000180936,0.0001687440657550291
0,37,460.43373457652444,45.13749704580887,1.6562365679316975,0.0031056865540802373
0,40,659.4279795807216,8.047581568480943,1.7405581072891154,0.00176211673695801
0,41,258.4722062216498,13.269373228331547,2.3856803812432203,0.0016382760859264358
0,42,630.2582446394828,31.919184040502515,1.708438675190903,0.0010003383325126926
0,44,328.5576612685733,27.67013683989649,0.7594515519931706,0.0012711113753832344
0,45,143.2270564905532,44.72681846762173,0.5171892735853872,0.002738575690603395
0,47,177.72900002862542,9.758923141756446,1.910123483643626,0.0018110676381893893
0,49,246.63658997188267,15.354551176048734,2.129062760532404,0.00806712064885055
0,50,547.2365964537665,33.48897098850627,0.5019178409087519,0.0008289658243396026
0,53,322.3804802782059,16.55704016222797,1.9701629669955962,0.005255653678010643
0,54,231.4456719877162,43.11344211481338,2.694510749698228,0.00015356610798546993
0,55,914.7291944586467,39.954392578164075,2.83726493546821,0.0003424992652406742
0,59,223.89548222346983,14.416758393591016,0.6738178211767811,0.004966812587011455
0,65,283.4474956290948,36.57225228240793,1.3661114282275824,0.001991313507202163
0,67,497.05572914899886,33.32657539431013,1.0596599335883325,0.0011740975621136844
0,74,265.6107189250481,36.843992371615904,2.2185324953556274,0.004073406897611672
0,75,141.7827841161525,44.45327681701766,0.811073722084824,0.001564476101081812
0,76,179.70009485213862,9.359753086527741,1.034303385862128,0.0016569657981639267
0,79,211.06429756932732,30.536709107417995,3.0659021104915665,0.00378724285201372
0,84,142.4498950763149,22.114957684215454,1.2368874594154067,0.003169956871608743
0,87,89.1404017773959,23.99654655679686,3.0426690674171506,0.0005521005553900397
0,91,283.2494173425189,43.99011022109597,2.6703242860507044,0.0003243567151088294
0,96,687.9863067110023,33.738975849927485,3.0641965742862807,5.9191408392400236e-05
0,97,654.9153006855365,16.153472244371034,2.873164573196241,0.00029517176329560163
1,0,69.55032125949533,28.83885431516522,2.425346214127893,0.0029941447348221786
1,5,242.82737225578975,17.810358940452346,3.650149698059408,0.004855843941561045
1,7,403.7776896313384,13.48204885008594,2.3896548719757855,0.0005352929719718345
1,16,545.919734923951,27.082976499281767,0.19007680954963738,0.0019417962473031796
1,38,320.9199131869709,31.25428208431688,2.153861531713541,0.005515706657113135
1,62,252.47516802491756,43.04227321046286,2.8016589435695685,0.0005728727953612834
1,68,155.52562306419657,9.19739556457607,2.9415389900434135,0.002567444836472696
1,79,110.93601632996776,45.57954349215531,3.34163652944199,0.0028518399605036004
1,93,42.54247307858359,35.89518514770783,3.182795809554599,0.0026769526023644463
2,0,608.833384811218,15.182165398087365,0.6082776502976776,0.0018509311032830558
2,6,224.54335896698666,38.25978874957521,1.0706404742885505,0.00047467469819198374
2,9,47.66831858492501,11.455565069836688,2.9233385085121903,0.0009774890331813405
2,12,353.7732735569027,22.70796645910058,2.1687328216912976,0.001624097594683646
3,0,904.6959237016807,10.967707897052263,0.8831603216678917,0.0008754669733610968
3,5,190.47745018460154,23.25445133948265,2.5029193092381905,0.01031653482200132
