Solucion,Ruta,Saltos,Latencia,Perdida,Jitter,AnchoBanda
1,7->3->0->59,3,32.699794663420604,0.0060817591312610775,4.337145792163647,223.89548222346983
2,7->13->0->59,3,39.51589283326048,0.008156417175279818,2.3370927579475644,107.34805495145308
3,7->12->59,2,56.75842053565846,0.004836109935039468,2.620569502817361,261.31837436186873
4,7->82->12->59,3,62.52343218106546,0.003219612091182711,2.743927294119063,279.72594914323884
5,7->18->0->59,3,29.27301854978277,0.006068178827871362,4.864806484177444,223.89548222346983
6,7->3->0->12->59,4,65.66023133289347,0.0035405379831708883,7.102261557856192,526.3013755645835
7,7->0->59,2,29.66868397423333,0.010963871081749232,4.041662993012696,223.89548222346983
8,7->18->15->59,3,54.347420392073424,0.002573569298790157,5.727711482874653,158.80416517597294
9,7->18->50->21->59,4,28.59423312064716,0.00944632330277373,7.942908468082317,66.181878558149
10,7->0->12->59,3,62.6291206437062,0.008435132374996601,6.80677875870524,288.188663398695
11,7->8->12->59,3,74.7447072633329,0.007530358325063657,4.592504569062779,395.6783806478728
12,7->14->33->12->59,4,88.02499559190584,0.00275813133195002,8.012774330484696,338.0406032740717
13,7->51->17->12->59,4,56.35654417506716,0.005028521277239628,7.449859901728987,224.91165732673792
14,7->27->73->12->59,4,52.92868572868268,0.0031916923951399445,6.470373126499453,61.211692769470616
15,7->5->3->0->12->59,5,93.42520891924015,0.0071343190111538,6.409803398069533,314.0904524779661
16,7->18->0->12->59,4,62.23345521925563,0.0035269229580578987,7.629922249869988,502.5541629259638
17,7->3->15->59,3,81.60147162138604,0.0013826615430425626,7.179150099866772,158.80416517597294
18,7->13->17->12->59,4,59.14520482670484,0.005875935346871697,7.077820205358822,262.1589824887957
19,7->0->2->12->59,4,61.38837949845261,0.00984606652880271,7.06216656826474,288.188663398695
20,7->3->0->2->12->59,5,64.4194901876399,0.004958436835527658,7.357649367415691,353.7732735569027
21,7->18->0->21->59,4,35.68874513558114,0.00595495882669228,8.190523184655891,66.181878558149
22,7->23->8->12->59,4,110.04606182400481,0.005827225871657515,5.692987134869639,444.39311180436295
23,7->75->35->8->12->59,5,162.2730014591508,0.006080713032485252,5.871289497498708,546.6573907570638
24,7->18->0->2->12->59,5,60.99271407400205,0.00494484118373506,7.885310059429488,353.7732735569027
25,7->3->0->21->59,4,39.115521249218965,0.005968540677031009,7.662862492642095,66.181878558149
26,7->5->96->0->12->59,5,105.08861634449396,0.005703643680511572,6.241546911906254,437.82494266122296
27,7->3->8->12->59,4,105.66830253758145,0.003791667520370745,6.306879778489627,302.0161836547491
28,7->5->96->0->2->12->59,6,103.84787519924036,0.0071184645701386495,6.496934721465753,353.7732735569027
29,7->5->3->8->12->59,5,133.43328012392814,0.007384542837082231,5.614421618702968,302.0161836547491
