Solucion,Ruta,Saltos,Latencia,Perdida,Jitter,AnchoBanda
1,81->37->77->32->25,4,128.94113850495046,0.00440056644012754,8.603285563412745,60.4192818041905
2,81->20->7->18->15->25,5,104.06216080273795,0.00602550513552591,5.221840055513334,385.48922109853135
3,81->37->27->73->25,4,75.81721092047562,0.006058971132685942,6.254537143913872,105.77130211481594
4,81->48->18->15->25,4,114.68984374679812,0.006022233675928579,2.2200570917660705,307.16287961231524
5,81->48->7->18->15->25,5,87.0605461003164,0.007143963100484263,6.299150963693515,164.43498697190333
6,81->48->6->16->25,4,91.79127127756014,0.010554983708550458,4.666862876061363,159.18478797390054
7,81->20->8->10->57->25,5,106.85080553961402,0.00503406864761069,8.773547418839577,137.75914241806453
8,81->48->29->3->15->25,5,141.90564931075966,0.004757903895622584,5.220544982990704,245.8761021670686
9,81->20->0->67->25,4,120.09278915097558,0.0057751245149780805,5.0004717783967605,168.45928496671223
10,81->20->7->67->25,4,137.36014811025726,0.005541283128894348,5.292422077765612,228.3906150654676
11,81->48->6->15->25,4,109.28721271832005,0.012290180822064012,4.631001034571405,307.16287961231524
12,81->20->0->28->25,4,80.48379190621853,0.0075154934139244345,6.244800295337948,113.16207316387516
13,81->20->0->50->57->25,5,104.02996727902594,0.007301351213099605,6.200027928960488,168.45928496671223
14,81->20->30->18->15->25,5,98.30605473596884,0.006374080307505192,6.5511927214703345,131.1103875508313
15,81->20->0->4->9->28->25,6,69.80889938663184,0.012109445032815191,10.15741356532546,113.5629170855682
16,81->48->29->0->67->25,5,174.27064485082764,0.004874155831525839,4.663845279874517,128.79016581993432
17,81->20->0->59->15->25,5,109.1895462610913,0.012501080107777729,4.029637940277661,168.45928496671223
18,81->48->7->27->73->25,5,75.93637403360432,0.006371217347493907,9.056464459661253,164.43498697190333
19,81->37->6->17->25,4,137.10844075551816,0.004343532893484325,5.948243131061525,44.88813328900907
20,81->48->6->27->73->25,5,77.73396700743322,0.011885680042845403,6.76483195320113,307.16287961231524
21,81->20->5->17->25,4,122.98665239593518,0.0046832553563187496,6.5889690379789005,138.99043447131476
22,81->37->0->67->25,4,150.20960581177002,0.0032797806480862057,4.6693880394075205,97.56600986294548
23,81->20->7->27->73->25,5,92.93798873602589,0.005251888880055455,7.9791535514810725,345.9064623266344
24,81->20->7->3->15->25,5,131.31621203205054,0.004838718924018326,6.673278672505452,321.18085873961934
25,81->37->0->55->61->69->25,6,198.28742231643187,0.0032249702843278882,10.535866849925359,94.68369930166182
26,81->37->0->28->25,4,110.600608567013,0.005024517591893707,5.9137165563487075,97.56600986294548
27,81->48->29->44->32->25,5,90.75810798556695,0.00796946338072746,4.528717259927567,60.4192818041905
28,81->20->5->6->27->73->25,6,81.44630846704163,0.007544468509750546,9.056431443617024,138.99043447131476
29,81->20->7->48->18->15->25,6,173.0861457885116,0.008501240905304686,4.952753432499686,333.0082080933227
30,81->20->0->1->16->25,5,96.72351826225314,0.00871607306978095,5.617813930616903,168.45928496671223
31,81->20->0->9->15->25,5,111.83159978049159,0.010126152954886392,5.122954852582415,168.45928496671223
32,81->37->6->16->25,4,114.81615744496345,0.004449258081111518,4.376898039788614,105.77130211481594
33,81->48->29->14->16->25,5,91.97742318907325,0.00644981322819671,6.685566757696924,245.8761021670686
34,81->48->29->56->3->15->25,6,145.1049196732597,0.00510989099219139,5.079864892956833,245.8761021670686
35,81->48->7->14->16->25,5,85.88896977350363,0.006482090884211034,8.343460416362447,164.43498697190333
36,81->20->5->3->15->25,5,116.50650446444997,0.005827603374256918,5.397675338173364,138.99043447131476
37,81->48->6->14->16->25,5,96.4463859601979,0.012252710610789252,6.709218541773254,307.16287961231524
38,81->20->5->6->16->25,5,95.50361273716854,0.006207925853672025,6.9584623664772565,138.99043447131476
39,81->20->0->44->32->25,5,93.52012200215434,0.007609626219487686,5.837940688978678,60.4192818041905
40,81->20->7->14->16->25,5,102.8905844759252,0.0053628873164416335,7.2661495081822665,324.9563067927067
41,81->37->6->27->73->25,5,100.75885317483653,0.005788165954781266,6.47486711692838,105.77130211481594
42,81->20->5->14->16->25,5,106.70658909570284,0.005180832803444613,8.369065891395287,138.99043447131476
43,81->37->0->7->27->73->25,6,138.27195580725197,0.004238059025418517,10.285888466738655,97.56600986294548
44,81->37->0->32->25,4,132.52278566390407,0.004330105971531051,6.248639626172329,60.4192818041905
