Iteracion,TamanoPareto,PoblacionUnica,DiversidadRutas,MejorLatencia,MejorPerdida,MejorJitter,MejorAnchoBanda,PromedioIntentosSinMejora
1,13,30,0.9500578025327061,32.595099345668615,0.0018911284788719618,2.799579872320858,317.17421550451223,1.2666666666666666
2,15,30,0.9466805661542811,32.595099345668615,0.0018911284788719618,2.799579872320858,317.17421550451223,2.1333333333333333
3,15,30,0.9398889328448147,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,2.466666666666667
4,16,30,0.9437731718213624,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,2.966666666666667
5,17,30,0.9363892657521952,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,3.8666666666666667
6,18,30,0.9344720563533295,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.6
7,18,30,0.9384278885826772,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.633333333333334
8,18,30,0.9368184482775787,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.6
9,19,30,0.932373310791382,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.233333333333333
10,19,30,0.932091175697259,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.8
11,19,30,0.9321281047063048,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.166666666666667
12,19,30,0.9319455571858527,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.166666666666667
13,20,30,0.9223711673512578,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.866666666666666
14,21,30,0.923569478224704,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.366666666666666
15,21,30,0.9271419544695406,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.7
16,21,30,0.9265323629116733,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.866666666666666
17,21,30,0.935526951475977,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.666666666666667
18,22,30,0.9316787616240484,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.533333333333333
19,22,30,0.9285342027796923,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.1
20,22,30,0.9217675746986091,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.3
21,22,30,0.9222637420051214,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.3
22,22,30,0.9222460617288203,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.533333333333333
23,22,30,0.9207960430374225,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.8
24,23,30,0.9188122413984483,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,7.066666666666666
25,23,30,0.9217147475768166,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,7.466666666666667
26,24,30,0.9244159184903287,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.3
27,24,30,0.924637138085414,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.066666666666666
28,24,30,0.927413199826993,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.4
29,24,30,0.9244817442535146,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.466666666666667
30,24,30,0.9233681206628092,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.466666666666667
31,24,30,0.9276954869773459,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.133333333333334
32,24,30,0.9274323774652057,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.533333333333333
33,24,30,0.9246613042505538,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.833333333333333
34,24,30,0.932754791223351,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.833333333333333
35,24,30,0.9325345961934169,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.366666666666666
36,24,30,0.9315452632034783,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.533333333333333
37,24,30,0.9380997176261959,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.8
38,24,30,0.9333968784517194,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.566666666666666
39,24,30,0.9291481979097382,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.333333333333333
40,24,30,0.9300675444523527,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.866666666666666
41,24,30,0.9290257912773127,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.466666666666667
42,26,30,0.9306732992758402,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,2.8333333333333335
43,26,30,0.9333822763271198,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,3.3333333333333335
44,26,30,0.931789319541233,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,3.7666666666666666
45,26,30,0.929899472524913,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,4.833333333333333
46,26,30,0.9317100562016225,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.066666666666666
47,26,30,0.9328100857110393,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,5.366666666666666
48,26,30,0.9285125037471574,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.3
49,26,30,0.9336091688629158,32.595099345668615,0.0018911284788719618,2.799579872320858,437.82494266122296,6.1
50,27,30,0.9299368883926373,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.466666666666667
51,27,30,0.9327511447427109,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.533333333333333
52,27,30,0.9342896725641823,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.2
53,27,30,0.9332829193127449,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.2
54,27,30,0.9331162526739738,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.3
55,27,30,0.92936120541736,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.3
56,27,30,0.9260831232079232,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.366666666666666
57,27,30,0.9237199441010693,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,9.066666666666666
58,27,30,0.9250338749484177,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.233333333333333
59,27,30,0.921437923506889,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.633333333333334
60,27,30,0.9188163560577354,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,8.233333333333333
61,28,30,0.9100052246603971,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,8.533333333333333
62,28,30,0.9108877520946487,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,8.166666666666666
63,28,30,0.9137399446020135,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,9.3
64,28,30,0.9141239220549566,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.833333333333333
65,28,30,0.9185239026618337,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.3
66,29,30,0.9273636580533132,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.666666666666667
67,29,30,0.9219440457371493,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,3.6333333333333333
68,29,30,0.931774285739803,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,4.166666666666667
69,29,30,0.9261982461982462,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.2
70,29,30,0.9211160040470385,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.633333333333334
71,29,30,0.9225280721832447,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.833333333333333
72,29,30,0.9282861416259718,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.0
73,29,30,0.9275144665458719,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.4
74,29,30,0.9280081731805869,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.566666666666666
75,29,30,0.925663238421859,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.466666666666667
76,29,30,0.9307795926656498,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.5
77,29,30,0.9251903112130507,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.533333333333333
78,29,30,0.9273810225534364,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,8.5
79,29,30,0.9266635280428384,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.833333333333333
80,29,30,0.9259638637224844,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.833333333333333
81,29,30,0.9272026887544129,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.2
82,29,30,0.9285000886725024,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.566666666666666
83,29,30,0.9271775032119861,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,9.5
84,29,30,0.9301244754468142,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.966666666666667
85,29,30,0.9290622168829892,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.9
86,29,30,0.935410321111418,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.2
87,29,30,0.9293386395857838,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,3.966666666666667
88,29,30,0.933074369009834,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,3.4
89,29,30,0.9278893959813679,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,4.366666666666666
90,29,30,0.930174595519423,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.766666666666667
91,29,30,0.9307102566128935,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.133333333333334
92,29,30,0.9288485063130093,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.633333333333334
93,29,30,0.927843451905318,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.066666666666666
94,29,30,0.929986864986865,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.766666666666667
95,29,30,0.9238640555222705,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.0
96,29,30,0.9239143264143264,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.333333333333333
97,29,30,0.9190451151658049,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.033333333333333
98,29,30,0.9255417178794461,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.1
99,29,30,0.9226666373218099,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.366666666666666
100,29,30,0.9239964633068081,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.1
101,29,30,0.9265276167000306,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,8.466666666666667
102,29,30,0.9271580590546108,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.8
103,29,30,0.9299374425439334,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.066666666666666
104,29,30,0.9316007090347862,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,8.0
105,29,30,0.9364790492479724,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,7.9
106,29,30,0.9324965477866229,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.766666666666667
107,29,30,0.9276835081090454,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.2
108,29,30,0.9333227723744966,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,4.066666666666666
109,29,30,0.9273384533729361,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.066666666666666
110,29,30,0.9295752804495803,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.2
111,29,30,0.9244513181764555,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.2
112,29,30,0.9209267135839144,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,5.8
113,29,30,0.9159853875371116,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.066666666666666
114,29,30,0.920300531862398,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.866666666666666
115,29,30,0.9177037193517924,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.633333333333334
116,29,30,0.9218594687560205,32.595099345668615,0.0018911284788719618,2.799579872320858,460.1640428219306,6.566666666666666
